mRNA	microRNA	lncRNA
AP2A1	hsa-miR-30d-5p	OIP5-AS1
AQR	hsa-miR-30b-5p	OIP5-AS1
ARHGAP11A	hsa-miR-26a-5p	OIP5-AS1
ARHGAP11A	hsa-miR-30a-5p	OIP5-AS1
ARHGAP11A	hsa-miR-30b-5p	OIP5-AS1
ARHGAP11A	hsa-miR-30c-5p	OIP5-AS1
ARHGAP11A	hsa-miR-30d-5p	OIP5-AS1
ARHGAP11A	hsa-miR-30e-5p	OIP5-AS1
ARID4B	hsa-miR-421	OIP5-AS1
ARL13B	hsa-miR-29b-3p	OIP5-AS1
ARL2BP	hsa-miR-18a-5p	OIP5-AS1
ARL5B	hsa-miR-30c-5p	OIP5-AS1
ARPP19	hsa-miR-30c-5p	OIP5-AS1
ARRDC3	hsa-miR-421	OIP5-AS1
ATAD2	hsa-miR-26a-5p	OIP5-AS1
ATAD2	hsa-miR-30a-5p	OIP5-AS1
ATAD2	hsa-miR-30c-5p	OIP5-AS1
ATAD5	hsa-miR-30a-5p	OIP5-AS1
ATAD5	hsa-miR-30d-5p	OIP5-AS1
ATF1	hsa-miR-30c-5p	OIP5-AS1
ATP11C	hsa-miR-200a-3p	OIP5-AS1
ATP11C	hsa-miR-32-5p	OIP5-AS1
ATP2A2	hsa-miR-30a-5p	OIP5-AS1
ATP2A2	hsa-miR-30c-5p	OIP5-AS1
ATP2B1	hsa-miR-29b-3p	OIP5-AS1
ATXN1	hsa-miR-141-3p	OIP5-AS1
AVEN	hsa-miR-30b-5p	OIP5-AS1
AVEN	hsa-miR-30d-5p	OIP5-AS1
B3GNT5	hsa-miR-29c-3p	OIP5-AS1
B3GNT5	hsa-miR-30b-5p	OIP5-AS1
B3GNT5	hsa-miR-30d-5p	OIP5-AS1
B4GALT4	hsa-miR-30d-5p	OIP5-AS1
B4GALT6	hsa-miR-29a-3p	OIP5-AS1
BAG4	hsa-miR-30b-5p	OIP5-AS1
BAG4	hsa-miR-30c-5p	OIP5-AS1
BAZ1B	hsa-miR-30c-5p	OIP5-AS1
BCL11B	hsa-miR-183-5p	OIP5-AS1
BICD2	hsa-miR-200c-3p	OIP5-AS1
BRIX1	hsa-miR-30a-5p	OIP5-AS1
BRWD3	hsa-miR-29a-3p	OIP5-AS1
BUB1	hsa-miR-26a-5p	OIP5-AS1
BUB1	hsa-miR-30a-5p	OIP5-AS1
BUB1	hsa-miR-30b-5p	OIP5-AS1
BUB1	hsa-miR-30c-5p	OIP5-AS1
BUB1	hsa-miR-30d-5p	OIP5-AS1
BUB1	hsa-miR-30e-5p	OIP5-AS1
BVES	hsa-miR-29b-3p	OIP5-AS1
C12orf32	hsa-miR-30a-5p	OIP5-AS1
C12orf32	hsa-miR-30b-5p	OIP5-AS1
C12orf32	hsa-miR-30d-5p	OIP5-AS1
C13orf37	hsa-miR-30b-5p	OIP5-AS1
C13orf37	hsa-miR-30c-5p	OIP5-AS1
C13orf37	hsa-miR-30d-5p	OIP5-AS1
C16orf87	hsa-miR-29a-3p	OIP5-AS1
C19orf6	hsa-miR-7-5p	OIP5-AS1
C1orf112	hsa-miR-30a-5p	OIP5-AS1
C1orf112	hsa-miR-30d-5p	OIP5-AS1
C1orf174	hsa-miR-30d-5p	OIP5-AS1
C1QL1	hsa-miR-30d-5p	OIP5-AS1
C20orf24	hsa-miR-30d-5p	OIP5-AS1
C21orf91	hsa-miR-141-3p	OIP5-AS1
C21orf91	hsa-miR-29b-3p	OIP5-AS1
C4orf43	hsa-miR-200b-3p	OIP5-AS1
C4orf46	hsa-miR-30a-5p	OIP5-AS1
C4orf46	hsa-miR-30d-5p	OIP5-AS1
C5orf13	hsa-miR-29b-3p	OIP5-AS1
C5orf33	hsa-miR-29a-3p	OIP5-AS1
C7orf42	hsa-miR-141-3p	OIP5-AS1
C7orf42	hsa-miR-18a-5p	OIP5-AS1
C7orf60	hsa-miR-141-3p	OIP5-AS1
C7orf70	hsa-miR-141-3p	OIP5-AS1
C7orf70	hsa-miR-200a-3p	OIP5-AS1
C7orf70	hsa-miR-200c-3p	OIP5-AS1
C8orf76	hsa-miR-30a-5p	OIP5-AS1
CA13	hsa-miR-421	OIP5-AS1
CALD1	hsa-miR-32-5p	OIP5-AS1
CALM3	hsa-miR-29a-3p	OIP5-AS1
CALU	hsa-miR-200a-3p	OIP5-AS1
CALU	hsa-miR-200b-3p	OIP5-AS1
CALU	hsa-miR-29c-3p	OIP5-AS1
CALU	hsa-miR-30a-5p	OIP5-AS1
CALU	hsa-miR-30b-5p	OIP5-AS1
CALU	hsa-miR-30c-5p	OIP5-AS1
CALU	hsa-miR-30d-5p	OIP5-AS1
CALU	hsa-miR-30e-5p	OIP5-AS1
CAMK2N1	hsa-miR-183-5p	OIP5-AS1
CAND1	hsa-miR-29a-3p	OIP5-AS1
CAND1	hsa-miR-29b-3p	OIP5-AS1
CAND1	hsa-miR-30b-5p	OIP5-AS1
CAND1	hsa-miR-30c-5p	OIP5-AS1
CAND1	hsa-miR-30d-5p	OIP5-AS1
CARS	hsa-miR-30d-5p	OIP5-AS1
CASP2	hsa-miR-29c-3p	OIP5-AS1
CBLL1	hsa-miR-200a-3p	OIP5-AS1
CBX1	hsa-miR-200a-3p	OIP5-AS1
CBX1	hsa-miR-29a-3p	OIP5-AS1
CBX1	hsa-miR-29b-3p	OIP5-AS1
CBX1	hsa-miR-29c-3p	OIP5-AS1
CBX1	hsa-miR-30a-5p	OIP5-AS1
CBX1	hsa-miR-30c-5p	OIP5-AS1
CBX1	hsa-miR-30e-5p	OIP5-AS1
CBX3	hsa-miR-30a-5p	OIP5-AS1
CBX8	hsa-miR-143-3p	OIP5-AS1
CCDC126	hsa-miR-338-3p	OIP5-AS1
CCDC138	hsa-miR-29c-3p	OIP5-AS1
CCDC34	hsa-miR-30a-5p	OIP5-AS1
CCDC34	hsa-miR-30b-5p	OIP5-AS1
CCDC34	hsa-miR-30d-5p	OIP5-AS1
CCDC43	hsa-miR-30a-5p	OIP5-AS1
CCDC43	hsa-miR-30c-5p	OIP5-AS1
CCDC99	hsa-miR-29a-3p	OIP5-AS1
CCDC99	hsa-miR-29c-3p	OIP5-AS1
CCNA2	hsa-miR-29a-3p	OIP5-AS1
CCNA2	hsa-miR-29c-3p	OIP5-AS1
CCND2	hsa-miR-183-5p	OIP5-AS1
CCNE2	hsa-miR-26a-5p	OIP5-AS1
CCNE2	hsa-miR-30a-5p	OIP5-AS1
CCNF	hsa-miR-29a-3p	OIP5-AS1
CCNF	hsa-miR-29c-3p	OIP5-AS1
CCNF	hsa-miR-30a-5p	OIP5-AS1
CCNF	hsa-miR-30d-5p	OIP5-AS1
CCNJ	hsa-miR-29c-3p	OIP5-AS1
CCNJL	hsa-miR-92a-3p	OIP5-AS1
CD302	hsa-miR-18a-5p	OIP5-AS1
CD97	hsa-miR-421	OIP5-AS1
CDC6	hsa-miR-26a-5p	OIP5-AS1
CDC7	hsa-miR-29a-3p	OIP5-AS1
CDC7	hsa-miR-29c-3p	OIP5-AS1
CDC7	hsa-miR-30a-5p	OIP5-AS1
CDC7	hsa-miR-30b-5p	OIP5-AS1
CDC7	hsa-miR-30d-5p	OIP5-AS1
CDC7	hsa-miR-338-3p	OIP5-AS1
CDCA8	hsa-miR-30a-5p	OIP5-AS1
CDCA8	hsa-miR-30b-5p	OIP5-AS1
CDCA8	hsa-miR-30d-5p	OIP5-AS1
CDCA8	hsa-miR-455-5p	OIP5-AS1
CDH11	hsa-miR-32-5p	OIP5-AS1
CDH2	hsa-miR-30e-5p	OIP5-AS1
CDK1	hsa-miR-26a-5p	OIP5-AS1
CDK12	hsa-miR-30c-5p	OIP5-AS1
CDK16	hsa-miR-29c-3p	OIP5-AS1
CDK2	hsa-miR-29a-3p	OIP5-AS1
CDK2	hsa-miR-29b-3p	OIP5-AS1
CDK2	hsa-miR-29c-3p	OIP5-AS1
CDK5R1	hsa-miR-200c-3p	OIP5-AS1
CDK5R1	hsa-miR-26a-5p	OIP5-AS1
CDK8	hsa-miR-30b-5p	OIP5-AS1
CDK8	hsa-miR-30d-5p	OIP5-AS1
CDKN3	hsa-miR-200a-3p	OIP5-AS1
CDKN3	hsa-miR-26a-5p	OIP5-AS1
CELF2	hsa-miR-183-5p	OIP5-AS1
CENPE	hsa-miR-30a-5p	OIP5-AS1
CENPE	hsa-miR-30b-5p	OIP5-AS1
CENPE	hsa-miR-30c-5p	OIP5-AS1
CENPE	hsa-miR-30d-5p	OIP5-AS1
CENPK	hsa-miR-29a-3p	OIP5-AS1
CENPK	hsa-miR-29c-3p	OIP5-AS1
CENPW	hsa-miR-30a-5p	OIP5-AS1
CENPW	hsa-miR-30b-5p	OIP5-AS1
CENPW	hsa-miR-30d-5p	OIP5-AS1
CEP76	hsa-miR-30b-5p	OIP5-AS1
CHORDC1	hsa-miR-26a-5p	OIP5-AS1
CHORDC1	hsa-miR-29c-3p	OIP5-AS1
CHORDC1	hsa-miR-30a-5p	OIP5-AS1
CHSY3	hsa-miR-200c-3p	OIP5-AS1
CHSY3	hsa-miR-32-5p	OIP5-AS1
CISD2	hsa-miR-30a-5p	OIP5-AS1
CISD2	hsa-miR-30d-5p	OIP5-AS1
CITED2	hsa-miR-128-3p	OIP5-AS1
CITED2	hsa-miR-421	OIP5-AS1
CITED2	hsa-miR-7-5p	OIP5-AS1
CKAP4	hsa-miR-30b-5p	OIP5-AS1
CKAP4	hsa-miR-30c-5p	OIP5-AS1
CKAP4	hsa-miR-30d-5p	OIP5-AS1
CKAP4	hsa-miR-30e-5p	OIP5-AS1
CKS2	hsa-miR-26a-5p	OIP5-AS1
CKS2	hsa-miR-30a-5p	OIP5-AS1
CKS2	hsa-miR-30d-5p	OIP5-AS1
CLIC4	hsa-miR-141-3p	OIP5-AS1
CLSPN	hsa-miR-26a-5p	OIP5-AS1
CNN3	hsa-miR-141-3p	OIP5-AS1
CNN3	hsa-miR-200a-3p	OIP5-AS1
CNN3	hsa-miR-200c-3p	OIP5-AS1
COL12A1	hsa-miR-26a-5p	OIP5-AS1
COL12A1	hsa-miR-30a-5p	OIP5-AS1
COL3A1	hsa-miR-186-5p	OIP5-AS1
COL3A1	hsa-miR-200b-3p	OIP5-AS1
COL3A1	hsa-miR-200c-3p	OIP5-AS1
COL3A1	hsa-miR-335-5p	OIP5-AS1
COL5A1	hsa-miR-32-5p	OIP5-AS1
COL5A1	hsa-miR-335-5p	OIP5-AS1
COL5A2	hsa-miR-29c-3p	OIP5-AS1
COMMD2	hsa-miR-29a-3p	OIP5-AS1
COMMD2	hsa-miR-29b-3p	OIP5-AS1
CPEB2	hsa-miR-363-3p	OIP5-AS1
CPEB4	hsa-miR-18a-5p	OIP5-AS1
CPEB4	hsa-miR-25-3p	OIP5-AS1
CPNE2	hsa-miR-421	OIP5-AS1
CPSF3	hsa-miR-26a-5p	OIP5-AS1
CRKL	hsa-miR-29b-3p	OIP5-AS1
CTDSPL2	hsa-miR-29b-3p	OIP5-AS1
CTDSPL2	hsa-miR-30b-5p	OIP5-AS1
CTHRC1	hsa-miR-30a-5p	OIP5-AS1
CTHRC1	hsa-miR-30d-5p	OIP5-AS1
CUL4B	hsa-miR-338-3p	OIP5-AS1
CYTH1	hsa-miR-128-3p	OIP5-AS1
DACT1	hsa-miR-200c-3p	OIP5-AS1
DACT1	hsa-miR-32-5p	OIP5-AS1
DBF4	hsa-miR-30a-5p	OIP5-AS1
DBF4	hsa-miR-30b-5p	OIP5-AS1
DBF4	hsa-miR-30d-5p	OIP5-AS1
DCAF13	hsa-miR-338-3p	OIP5-AS1
DCAF7	hsa-miR-29b-3p	OIP5-AS1
DCUN1D3	hsa-miR-421	OIP5-AS1
DEPDC1	hsa-miR-26a-5p	OIP5-AS1
DEPDC1	hsa-miR-29a-3p	OIP5-AS1
DEPDC1	hsa-miR-29c-3p	OIP5-AS1
DEPDC1	hsa-miR-338-3p	OIP5-AS1
DEPDC1B	hsa-miR-26a-5p	OIP5-AS1
DEPDC1B	hsa-miR-30a-5p	OIP5-AS1
DEPDC1B	hsa-miR-30b-5p	OIP5-AS1
DEPDC1B	hsa-miR-30c-5p	OIP5-AS1
DEPDC1B	hsa-miR-30d-5p	OIP5-AS1
DEPDC1B	hsa-miR-30e-5p	OIP5-AS1
DHX36	hsa-miR-30b-5p	OIP5-AS1
DHX36	hsa-miR-30c-5p	OIP5-AS1
DHX36	hsa-miR-30d-5p	OIP5-AS1
DHX40	hsa-miR-141-3p	OIP5-AS1
DIO2	hsa-miR-30a-5p	OIP5-AS1
DIRAS1	hsa-miR-128-3p	OIP5-AS1
DLC1	hsa-miR-18a-5p	OIP5-AS1
DNA2	hsa-miR-26a-5p	OIP5-AS1
DNAJB11	hsa-miR-30a-5p	OIP5-AS1
DNAJB11	hsa-miR-30d-5p	OIP5-AS1
DNM3	hsa-miR-148b-3p	OIP5-AS1
DNMT3B	hsa-miR-26a-5p	OIP5-AS1
DNMT3B	hsa-miR-29a-3p	OIP5-AS1
DNMT3B	hsa-miR-29c-3p	OIP5-AS1
DNMT3B	hsa-miR-30a-5p	OIP5-AS1
DONSON	hsa-miR-30a-5p	OIP5-AS1
DONSON	hsa-miR-30d-5p	OIP5-AS1
DPY19L1	hsa-miR-141-3p	OIP5-AS1
DPY19L1	hsa-miR-200a-3p	OIP5-AS1
DPY19L1	hsa-miR-200b-3p	OIP5-AS1
DR1	hsa-miR-141-3p	OIP5-AS1
DSC2	hsa-miR-29c-3p	OIP5-AS1
DSCC1	hsa-miR-30a-5p	OIP5-AS1
DSCC1	hsa-miR-30b-5p	OIP5-AS1
DSCC1	hsa-miR-30c-5p	OIP5-AS1
DSCC1	hsa-miR-30d-5p	OIP5-AS1
DSG2	hsa-miR-30b-5p	OIP5-AS1
DSG2	hsa-miR-30c-5p	OIP5-AS1
DSN1	hsa-miR-30a-5p	OIP5-AS1
DSN1	hsa-miR-30d-5p	OIP5-AS1
E2F7	hsa-miR-26a-5p	OIP5-AS1
E2F7	hsa-miR-29a-3p	OIP5-AS1
E2F7	hsa-miR-29b-3p	OIP5-AS1
E2F7	hsa-miR-29c-3p	OIP5-AS1
E2F7	hsa-miR-30b-5p	OIP5-AS1
E2F7	hsa-miR-30d-5p	OIP5-AS1
E2F7	hsa-miR-338-3p	OIP5-AS1
EAF1	hsa-miR-30c-5p	OIP5-AS1
EDEM1	hsa-miR-363-3p	OIP5-AS1
EDNRA	hsa-miR-200c-3p	OIP5-AS1
EHD1	hsa-miR-200c-3p	OIP5-AS1
EIF2B1	hsa-miR-30a-5p	OIP5-AS1
EIF2B1	hsa-miR-30d-5p	OIP5-AS1
ELFN2	hsa-miR-128-3p	OIP5-AS1
ELOVL5	hsa-miR-29b-3p	OIP5-AS1
EML4	hsa-miR-22-3p	OIP5-AS1
EMP1	hsa-miR-148b-3p	OIP5-AS1
EMP1	hsa-miR-92b-3p	OIP5-AS1
ENAH	hsa-miR-141-3p	OIP5-AS1
ENOX2	hsa-miR-30b-5p	OIP5-AS1
EP300	hsa-miR-29b-3p	OIP5-AS1
EPDR1	hsa-miR-18a-5p	OIP5-AS1
EPDR1	hsa-miR-363-3p	OIP5-AS1
EPDR1	hsa-miR-421	OIP5-AS1
EPHA7	hsa-miR-29a-3p	OIP5-AS1
EPHA7	hsa-miR-29b-3p	OIP5-AS1
ERCC6L	hsa-miR-26a-5p	OIP5-AS1
ERLIN1	hsa-miR-30b-5p	OIP5-AS1
ERLIN1	hsa-miR-30c-5p	OIP5-AS1
ETV5	hsa-miR-18a-5p	OIP5-AS1
FAM104A	hsa-miR-218-5p	OIP5-AS1
FAM104A	hsa-miR-30a-5p	OIP5-AS1
FAM104A	hsa-miR-30c-5p	OIP5-AS1
FAM104A	hsa-miR-30d-5p	OIP5-AS1
FAM105B	hsa-miR-29a-3p	OIP5-AS1
FAM105B	hsa-miR-29c-3p	OIP5-AS1
FAM136A	hsa-miR-26a-5p	OIP5-AS1
FAM136A	hsa-miR-29a-3p	OIP5-AS1
FAM136A	hsa-miR-29c-3p	OIP5-AS1
FAM136A	hsa-miR-30a-5p	OIP5-AS1
FAM136A	hsa-miR-30d-5p	OIP5-AS1
FAM199X	hsa-miR-30b-5p	OIP5-AS1
FAM199X	hsa-miR-30c-5p	OIP5-AS1
FAM91A1	hsa-miR-148a-3p	OIP5-AS1
FAM91A1	hsa-miR-30c-5p	OIP5-AS1
FAM98A	hsa-miR-26a-5p	OIP5-AS1
FANCL	hsa-miR-30d-5p	OIP5-AS1
FBN1	hsa-miR-32-5p	OIP5-AS1
FCHO2	hsa-miR-183-5p	OIP5-AS1
FCHO2	hsa-miR-25-3p	OIP5-AS1
FCHO2	hsa-miR-363-3p	OIP5-AS1
FCHSD2	hsa-miR-18a-5p	OIP5-AS1
FEZ2	hsa-miR-200c-3p	OIP5-AS1
FNIP2	hsa-miR-18a-5p	OIP5-AS1
FOXA1	hsa-miR-30a-5p	OIP5-AS1
FOXN2	hsa-miR-29b-3p	OIP5-AS1
FOXN3	hsa-miR-141-3p	OIP5-AS1
FOXQ1	hsa-miR-128-3p	OIP5-AS1
FOXQ1	hsa-miR-183-5p	OIP5-AS1
FRS2	hsa-miR-29b-3p	OIP5-AS1
FSTL1	hsa-miR-29b-3p	OIP5-AS1
FUBP3	hsa-miR-30c-5p	OIP5-AS1
FYN	hsa-miR-141-3p	OIP5-AS1
FYN	hsa-miR-200c-3p	OIP5-AS1
FYTTD1	hsa-miR-29b-3p	OIP5-AS1
GAS1	hsa-miR-141-3p	OIP5-AS1
GCLC	hsa-miR-30d-5p	OIP5-AS1
GFM1	hsa-miR-30b-5p	OIP5-AS1
GFPT2	hsa-miR-30d-5p	OIP5-AS1
GIT2	hsa-miR-18a-5p	OIP5-AS1
GNA13	hsa-miR-200a-3p	OIP5-AS1
GNA13	hsa-miR-29b-3p	OIP5-AS1
GNA13	hsa-miR-29c-3p	OIP5-AS1
GNA13	hsa-miR-30b-5p	OIP5-AS1
GNA13	hsa-miR-30c-5p	OIP5-AS1
GNB4	hsa-miR-29a-3p	OIP5-AS1
GNG12	hsa-miR-18a-5p	OIP5-AS1
GOLT1B	hsa-miR-30b-5p	OIP5-AS1
GOLT1B	hsa-miR-30c-5p	OIP5-AS1
GOLT1B	hsa-miR-30d-5p	OIP5-AS1
GOPC	hsa-miR-29a-3p	OIP5-AS1
GPBP1	hsa-miR-22-3p	OIP5-AS1
GPN1	hsa-miR-29c-3p	OIP5-AS1
GPR180	hsa-miR-30d-5p	OIP5-AS1
GRB2	hsa-miR-200a-3p	OIP5-AS1
GSG2	hsa-miR-29a-3p	OIP5-AS1
GSG2	hsa-miR-29c-3p	OIP5-AS1
GSG2	hsa-miR-30a-5p	OIP5-AS1
GSG2	hsa-miR-30b-5p	OIP5-AS1
GSG2	hsa-miR-30d-5p	OIP5-AS1
GTF2E2	hsa-miR-30d-5p	OIP5-AS1
GTF3C2	hsa-miR-26a-5p	OIP5-AS1
HCFC2	hsa-miR-18a-5p	OIP5-AS1
HELLS	hsa-miR-30a-5p	OIP5-AS1
HELLS	hsa-miR-30b-5p	OIP5-AS1
HELLS	hsa-miR-30c-5p	OIP5-AS1
HELLS	hsa-miR-30d-5p	OIP5-AS1
HERC3	hsa-miR-18a-5p	OIP5-AS1
HNF1B	hsa-miR-363-3p	OIP5-AS1
HNRNPC	hsa-miR-30a-5p	OIP5-AS1
HNRNPK	hsa-miR-30c-5p	OIP5-AS1
HSPD1	hsa-miR-30a-5p	OIP5-AS1
HSPD1	hsa-miR-30c-5p	OIP5-AS1
HSPD1	hsa-miR-30d-5p	OIP5-AS1
HSPD1	hsa-miR-30e-5p	OIP5-AS1
IFIT5	hsa-miR-18a-5p	OIP5-AS1
IFNAR2	hsa-miR-18a-5p	OIP5-AS1
IFNAR2	hsa-miR-92a-3p	OIP5-AS1
IKBIP	hsa-miR-200b-3p	OIP5-AS1
IKBIP	hsa-miR-30d-5p	OIP5-AS1
IKBIP	hsa-miR-429	OIP5-AS1
IQSEC1	hsa-miR-18a-5p	OIP5-AS1
IREB2	hsa-miR-29b-3p	OIP5-AS1
IRF2	hsa-miR-18a-5p	OIP5-AS1
ITGA5	hsa-miR-26a-5p	OIP5-AS1
ITGA5	hsa-miR-30d-5p	OIP5-AS1
ITGA5	hsa-miR-30e-5p	OIP5-AS1
ITGB3	hsa-miR-141-3p	OIP5-AS1
ITM2B	hsa-miR-25-3p	OIP5-AS1
JAK1	hsa-miR-18a-5p	OIP5-AS1
JPH2	hsa-miR-32-5p	OIP5-AS1
KCMF1	hsa-miR-30c-5p	OIP5-AS1
KCNK1	hsa-miR-25-3p	OIP5-AS1
KCTD5	hsa-miR-30d-5p	OIP5-AS1
KDELC1	hsa-miR-29a-3p	OIP5-AS1
KDELC1	hsa-miR-29b-3p	OIP5-AS1
KDELC1	hsa-miR-29c-3p	OIP5-AS1
KHDRBS1	hsa-miR-30d-5p	OIP5-AS1
KIAA0101	hsa-miR-29c-3p	OIP5-AS1
KIAA0101	hsa-miR-30a-5p	OIP5-AS1
KIAA0101	hsa-miR-30b-5p	OIP5-AS1
KIAA0101	hsa-miR-30d-5p	OIP5-AS1
KIAA1033	hsa-miR-30c-5p	OIP5-AS1
KIAA1715	hsa-miR-30c-5p	OIP5-AS1
KIAA1949	hsa-miR-200c-3p	OIP5-AS1
KIF11	hsa-miR-30a-5p	OIP5-AS1
KIF11	hsa-miR-30b-5p	OIP5-AS1
KIF11	hsa-miR-30c-5p	OIP5-AS1
KIF11	hsa-miR-30d-5p	OIP5-AS1
KIF11	hsa-miR-30e-5p	OIP5-AS1
KIF18A	hsa-miR-200a-3p	OIP5-AS1
KIF18A	hsa-miR-26a-5p	OIP5-AS1
KIF20B	hsa-miR-30b-5p	OIP5-AS1
KIF20B	hsa-miR-30c-5p	OIP5-AS1
KIF20B	hsa-miR-30d-5p	OIP5-AS1
KIF23	hsa-miR-29a-3p	OIP5-AS1
KIF23	hsa-miR-29b-3p	OIP5-AS1
KIF23	hsa-miR-29c-3p	OIP5-AS1
KIF23	hsa-miR-338-3p	OIP5-AS1
KLF3	hsa-miR-29b-3p	OIP5-AS1
KLHL20	hsa-miR-18a-5p	OIP5-AS1
KLHL5	hsa-miR-200a-3p	OIP5-AS1
KLHL5	hsa-miR-200b-3p	OIP5-AS1
KPNB1	hsa-miR-29b-3p	OIP5-AS1
KPNB1	hsa-miR-29c-3p	OIP5-AS1
KPNB1	hsa-miR-30a-5p	OIP5-AS1
KPNB1	hsa-miR-30b-5p	OIP5-AS1
KPNB1	hsa-miR-30c-5p	OIP5-AS1
KPNB1	hsa-miR-30d-5p	OIP5-AS1
KPNB1	hsa-miR-30e-5p	OIP5-AS1
KRT80	hsa-miR-29c-3p	OIP5-AS1
LARP1	hsa-miR-30c-5p	OIP5-AS1
LARP4	hsa-miR-30c-5p	OIP5-AS1
LATS2	hsa-miR-183-5p	OIP5-AS1
LCOR	hsa-miR-30c-5p	OIP5-AS1
LDHA	hsa-miR-30d-5p	OIP5-AS1
LEPROT	hsa-miR-32-5p	OIP5-AS1
LIMK1	hsa-miR-200c-3p	OIP5-AS1
LIMS1	hsa-miR-29b-3p	OIP5-AS1
LMBR1	hsa-miR-141-3p	OIP5-AS1
LMBR1	hsa-miR-30c-5p	OIP5-AS1
LMBR1	hsa-miR-338-3p	OIP5-AS1
LMNB1	hsa-miR-29a-3p	OIP5-AS1
LMNB1	hsa-miR-29b-3p	OIP5-AS1
LMNB1	hsa-miR-29c-3p	OIP5-AS1
LNPEP	hsa-miR-18a-5p	OIP5-AS1
LOC221710	hsa-miR-29a-3p	OIP5-AS1
LOC221710	hsa-miR-29b-3p	OIP5-AS1
LOC221710	hsa-miR-29c-3p	OIP5-AS1
LOXL2	hsa-miR-26a-5p	OIP5-AS1
LOXL2	hsa-miR-29c-3p	OIP5-AS1
LRRC42	hsa-miR-30d-5p	OIP5-AS1
LRRC58	hsa-miR-29b-3p	OIP5-AS1
LTBP1	hsa-miR-141-3p	OIP5-AS1
LYSMD1	hsa-miR-30a-5p	OIP5-AS1
LYSMD3	hsa-miR-18a-5p	OIP5-AS1
MACC1	hsa-miR-18a-5p	OIP5-AS1
MACF1	hsa-miR-18a-5p	OIP5-AS1
MAD2L1	hsa-miR-26a-5p	OIP5-AS1
MAMDC2	hsa-miR-18a-5p	OIP5-AS1
MAN1A2	hsa-miR-30c-5p	OIP5-AS1
MAP3K2	hsa-miR-30c-5p	OIP5-AS1
MAP4K4	hsa-miR-30b-5p	OIP5-AS1
MAP4K4	hsa-miR-30c-5p	OIP5-AS1
MAP4K4	hsa-miR-30d-5p	OIP5-AS1
MAP4K4	hsa-miR-30e-5p	OIP5-AS1
MAPK6	hsa-miR-30b-5p	OIP5-AS1
MAPK6	hsa-miR-30c-5p	OIP5-AS1
MAPK6	hsa-miR-30d-5p	OIP5-AS1
MARCKS	hsa-miR-30b-5p	OIP5-AS1
MARCKS	hsa-miR-30d-5p	OIP5-AS1
MARCKS	hsa-miR-338-3p	OIP5-AS1
MARVELD1	hsa-miR-200a-3p	OIP5-AS1
MAST3	hsa-miR-128-3p	OIP5-AS1
MAST3	hsa-miR-340-5p	OIP5-AS1
MBOAT2	hsa-miR-148b-3p	OIP5-AS1
MED13	hsa-miR-26b-5p	OIP5-AS1
MED6	hsa-miR-30d-5p	OIP5-AS1
MESDC2	hsa-miR-30b-5p	OIP5-AS1
MESDC2	hsa-miR-30c-5p	OIP5-AS1
MEST	hsa-miR-29b-3p	OIP5-AS1
MEST	hsa-miR-29c-3p	OIP5-AS1
METAP2	hsa-miR-29b-3p	OIP5-AS1
MEX3B	hsa-miR-29a-3p	OIP5-AS1
MGA	hsa-miR-29b-3p	OIP5-AS1
MIER1	hsa-miR-141-3p	OIP5-AS1
MKL2	hsa-miR-18a-5p	OIP5-AS1
MLLT11	hsa-miR-29a-3p	OIP5-AS1
MLLT11	hsa-miR-29c-3p	OIP5-AS1
MMD	hsa-miR-141-3p	OIP5-AS1
MMD	hsa-miR-200a-3p	OIP5-AS1
MMD	hsa-miR-200b-3p	OIP5-AS1
MMD	hsa-miR-200c-3p	OIP5-AS1
MMD	hsa-miR-26a-5p	OIP5-AS1
MMD	hsa-miR-26b-5p	OIP5-AS1
MMD	hsa-miR-30d-5p	OIP5-AS1
MPHOSPH6	hsa-miR-30d-5p	OIP5-AS1
MPHOSPH9	hsa-miR-30a-5p	OIP5-AS1
MPHOSPH9	hsa-miR-30b-5p	OIP5-AS1
MRPL35	hsa-miR-30b-5p	OIP5-AS1
MRPL35	hsa-miR-30c-5p	OIP5-AS1
MRPL35	hsa-miR-30d-5p	OIP5-AS1
MRPS22	hsa-miR-30d-5p	OIP5-AS1
MSH2	hsa-miR-29a-3p	OIP5-AS1
MSH2	hsa-miR-29b-3p	OIP5-AS1
MSH2	hsa-miR-29c-3p	OIP5-AS1
MSH2	hsa-miR-30c-5p	OIP5-AS1
MSL1	hsa-miR-26a-5p	OIP5-AS1
MSRB3	hsa-miR-141-3p	OIP5-AS1
MSRB3	hsa-miR-32-5p	OIP5-AS1
MTBP	hsa-miR-29a-3p	OIP5-AS1
MTBP	hsa-miR-29c-3p	OIP5-AS1
MTBP	hsa-miR-30a-5p	OIP5-AS1
MTDH	hsa-miR-30c-5p	OIP5-AS1
MTPAP	hsa-miR-30a-5p	OIP5-AS1
MTSS1L	hsa-miR-200c-3p	OIP5-AS1
MYBL2	hsa-miR-29a-3p	OIP5-AS1
MYBL2	hsa-miR-29c-3p	OIP5-AS1
MYBL2	hsa-miR-30a-5p	OIP5-AS1
MYBL2	hsa-miR-30b-5p	OIP5-AS1
MYBL2	hsa-miR-30d-5p	OIP5-AS1
MYOF	hsa-miR-18a-5p	OIP5-AS1
MYOF	hsa-miR-421	OIP5-AS1
